STOCK NUMBER,STOCK CODE,STOCK NAME,WEBLINK,PRICE
03027,MMSI,MMIS Bhd,mmis-bhd,0.5
03022,MCOM,MCOM Holdings Bhd,mcom-holdings-bhd,0.2
0006,PINE,Pineapple Resources Bhd,pineapple-resources-bhd,0.8
0216,SPRN,Spring Art Holdings Bhd,spring-art-holdings-bhd,0.15
0212,SDSG,SDS Group Bhd,sds-group-bhd,0.64
0211,TASH,Tashin Holdings Bhd,tashin-holdings-bhd,0.38
4448P,TKCS_p,Tasek,tasek-corporation-bhd-pref,6.14
5296,MRDI,Mr D I Y,mr-d-i-y-group-m-bhd,1.44
7237WA,POWE_t,Power Root Bhd,power-root-warrant,0.495
5274,HLGC,Hong Leong Capital Bhd,hong-leong-capital-bhd,6.16
5211PA,SWAYq,Sunway Bhd,sunway-bhd-prf,1.6
0225,SOUT,Southern Cable Group Bhd,southern-cable-group-bhd,0.335
0222,OPTI,Optimax Holdings Sdn Bhd,optimax-holdings-sdn-bhd,0.705
0223,SAMA,Samaiden Group Bhd,samaiden-group-bhd,1.2
0228,HPPH,HPP Holdings Bhd,hpp-holdings-bhd,0.32
0172WB,OCKG_ta,Ock Group Bhd,ock-group-bhd-wnt,0.14
0221,TCSG,TCS Group Holdings Bhd,tcs-group-holdings-bhd,0.26
0198WA,GDBH_t,GDB Holdings Bhd,gdb-holdings-bhd-wnt,0.04
0235,NEST,Nestcon Bhd,nestcon-bhd,0.365
5301,CTOS,CTOS Digital Bhd,ctos-digital-bhd,1.39
0226,ANEK,Aneka Jaringan Holdings Bhd,aneka-jaringan-holdings-bhd,0.21
0238,CEKD,CEKD Bhd,cekd-bhd,0.5
03048,CARZ,Carzo Holdings Bhd,carzo-holdings-bhd,0.6
0227,ECOR,Econframe Bhd,econframe-bhd,0.9
03025,ENES,Enest Bhd,enest-bhd,0.14
0231,FLEX,Flexidynamic Holdings Bhd,flexidynamic-holdings-bhd,0.14
0237,HAIL,Haily Bhd,haily-bhd,0.39
5299,IGBC,IGB Commercial Real Estate Investment Trust Unt,igb-commercial-reit-unt,0.505
03030,IDBT,IDB Technologies Bhd,idb-technologies-bhd,0.2
03040,JISH,Jishan Bhd,jishan-bhd,0.39
03047,LIMS,Lim Seong Hai Capital Bhd,lim-seong-hai-capital-bhd,0.88
0229,MOBI,Mobilia Holdings Bhd,mobilia-holdings-bhd,0.17
0220,OCEN,Ocean Vantage Holdings Bhd,ocean-vantage-holdings-bhd,0.15
5298,OMHO,OM Holdings,om-holdings?cid=1178743,1.77
0233,PEKA,Pekat Bhd,pekat-bhd,0.46
0236,RAMS,Ramssol Bhd,ramssol-bhd,0.33
0219,RESR,Reservoir Link Energy Bhd,reservoir-link-energy-bhd,0.34
03036,REDP,RedPlanet Bhd,redplanet-bhd,0.24
03033,SUPG,Supergenics Bhd,supergenics-bhd,0.22
0230,TELA,Teladan Setia Bhd,teladan-setia-bhd,1.17
5297,TUJU,Tuju Setia Bhd,tuju-setia-bhd,0.2
0232,VOLC,Volcano Bhd,volcano-bhd,0.94
5300,YENH,Yenher Holdings Bhd,yenher-holdings-bhd,0.95
03049,STEH,Steel Hawk Bhd,steel-hawk-bhd,0.28
5302,AURE,Aurelius Tech Bhd,aurelius-tech-bhd,2.5
03011,AMLE,Amlex Holdings Bhd,amlex-holdings-bhd,0.38
03051,ALPH,Alpha Ocean Resources Bhd,alpha-ocean-resources-bhd,3.09
03046,DYNF,Dynafront Holdings Bhd,dynafront-holdings-bhd,0.9
0239,ECOM,Ecomate Holdings Bhd,ecomate-holdings-bhd,0.73
03038,ICTZ,ICT Zone Asia Bhd,ict-zone-asia-bhd,0.21
03019,MATI,Matrix Parking Solution Holdings Bhd,matrix-parking-solution-hold,0.18
03031,POLD,Polydamic Bhd,polydamic-bhd,0.4
5303,SWIF,Swift Haulage Bhd,swift-haulage-bhd,0.49
03050,SUNM,Sunmow Holding Bhd,sunmow-holding-bhd,1.1
03021,EQUI,Equitiestracker Holdings Bhd,equitiestracker-holdings-bhd,0.2
0240,CORA,Coraza Integrated Tech Bhd,coraza-integrated-tech-bhd,0.76
5305,SENH,Senheng New Retail Bhd,senheng-new-retail-bhd,0.37
03001,CLOU,Cloudaron Bhd,cloudaron-bhd,0.03
03052,RAYG,Ray Go Solar Holdings Bhd,ray-go-solar-holdings-bhd,0.2
0241,SIAB,Siab Holdings Bhd,siab-holdings-bhd,0.14
5306,FARM,Farm Fresh Bhd,farm-fresh-bhd,1.1
0242,PAPP,Pappajack Bhd,pappajack-bhd,0.975
03008,SLIN,SL Innovation Capital Bhd,sl-innovation-capital-bhd,0.69
0251,SFPT,SFP Tech Holdings Bhd,sfp-tech-holdings-bhd,1.13
0246,CNER,Cnergenz Bhd,cnergenz-bhd,0.765
0258,AGMO,Agmo Holdings Bhd,agmo-holdings-bhd,0.62
0256,UMED,UMediC Bhd,umedic-bhd,0.705
5307,AMER,AME REIT Unt,ame-reit-unt,1.24
0263,BETA,Betamek Bhd,betamek-bhd,0.52
0261,COSO,Cosmos Tech International Bhd,cosmos-tech-international-bhd,0.45
0243,CENG,Cengild Medical Bhd,cengild-medical-bhd,0.36
0267,ECAI,ECA Integrated Solution Bhd,eca-integrated-solution-bhd,0.895
0255,ECOS,Ecoscience International Bhd,ecoscience-international-bhd,0.37
0265,INFM,Infomina Bhd,infomina-bhd,1.77
0253,INFO,Infoline Tec Bhd,infoline-tec-bhd,0.785
0266,LEFO,Leform Bhd,leform-bhd,0.21
0249,LGMS,LGMS Bhd,lgms-bhd,1.16
0245,MNHL,MN Holdings Bhd,mn-holdings-bhd,0.28
0252,ORGA,Orgabio Holdings Bhd,orgabio-holdings-bhd,0.26
0260,PTRS,PT Resources Holdings Bhd,pt-resources-holdings-bhd,0.51
0262,SUNV,Sunview Bhd,sunview-bhd,0.9
0259,SNSN,SNS Network Tech Bhd,sns-network-tech-bhd,0.235
5308,SENG,Seng Fong Holdings Bhd,seng-fong-holdings-bhd,0.69
0257,UNIQ,Unique Fire Holdings Bhd,unique-fire-holdings-bhd,0.2
0247,UNIT,Unitrade Industries Bhd,unitrade-industries-bhd,0.27
0248,YEWL,Yew Lee Pacific Bhd,yew-lee-pacific-bhd,0.355
0250,YXPR,YX Precious Metals Bhd,yx-precious-metals-bhd,0.27
5309,ITMA,Itmax System Bhd,itmax-system-bhd,1.42
03002,REDH,Red Ideas Holdings Bhd,red-ideas-holdings-bhd,0.15
0269,DSSI,DS Sigma Holdings Bhd,ds-sigma-holdings-bhd,0.38
03055,DSRT,DSR Taiko Bhd,dsr-taiko-bhd,0.91
5310,KUMP,Kumpulan Kitacon Bhd,kumpulan-kitacon-bhd,0.67
0268,LPGL,L P Global Bhd,l-p-global-bhd,0.48
0270,NATI,Nationgate Holdings Bhd,nationgate-holdings-bhd,1.6
0271,WELL,Wellspire Holdings Bhd,wellspire-holdings-bhd,0.81
0273,VEST,Vestland Bhd,vestland-bhd,0.35
03041,ONET,Onetech Solutions Holdings Bhd,onetech-solutions-holdings-bhd,0.2
5311,CAPE,Cape EMS Bhd,cape-ems-bhd,1.24
0275,OPPS,Oppstar Bhd,oppstar-bhd,1.73
03057,SANC,Sancy Bhd,sancy-bhd,0.32
03053,CCIN,CC International Bhd,cc-international-bhd,0.35
03012,BABA,Baba Eco Bhd,baba-eco-bhd,0.44
0276,AUTC,Autocount Dotcom Bhd,autocount-dotcom-bhd,0.625
5318,DXNO,DXN Holdings Bhd,dxn-holdings-bhd,0.71
0277,CLOD,Cloudpoint Tech Bhd,cloudpoint-tech-bhd,0.51
03029,GPPR,GPP Resources Bhd,gpp-resources-bhd,0.0
5313,RADU,Radium Dev Bhd,radium-dev-bhd,0.35
0279,SYNE,Synergy House Bhd,synergy-house-bhd,0.39
0278,EDEL,Edelteq Holdings Bhd,edelteq-holdings-bhd,0.61
0272,TTVS,Tt Vision Holdings Bhd,tt-vision-holdings-bhd-kl,1.11
5315,SKYW,SkyWorld Dev Bhd,skyworld-dev-bhd,0.7
0283,DCHE,DC Healthcare Holdings Bhd,dc-healthcare-holdings-bhd,0.45
5316,MSTG,MST Golf Bhd,mst-golf-bhd,0.78
