stock_number,stock_code,stock_name,weblink,price
0001,SCTH,Supercomnet Tech,supercomnet-technologies-bhd,1.33
0002,KOIN,Kotra Industries,kotra-industries-bhd,5.11
0005,UCRE,UCrest,palette-multimedia-bhd,0.145
0006,PINE,Pineapple Resources Bhd,pineapple-resources-bhd,0.8
0007,PUCB,PUC,puc-founder-msc-bhd,0.03
0008,WLOW,Willowglen MSC,willowglen-msc-bhd,0.365
0010,IRIB,IRIS Corporation,iris-corporation-bhd,0.09
0011,BECH,Brite Tech,brite-tech-bhd,0.31
0012,THEA,Three A Resources Bhd,three-a-resources-bhd,0.81
0017,XOXT,XOX Tech Bhd,m3-technologies-asia-bhd,0.035
0018,LAMB,Lambo,accsoft-technology-bhd,0.02
0020,NETX,NetX,netx-holdings-bhd,0.07
0021,GHLS,GHL Systems,ghl-systems-bhd,0.815
0022,PARL,Parlo Bhd,parlo-bhd,0.115
0023,IFCA,IFCA MSC,ifca-msc-bhd,0.29
0024,JAGB,JAG,jag-bhd,0.325
0025,YBSI,YBS Intl,lng-resources-bhd,0.715
0026,NOVS,Nova MSC,nova-msc-bhd,0.115
0028,SCPE,Scope Industries Bhd,scope-industries-bhd,0.135
0029,DIGS,Digistar,digistar-corporation-bhd,0.07
0032,RTON,Redtone International,redtone-international-bhd,0.67
0034,MMAG,MMAG Holdings,mmag-holdings-bhd,0.01
0035,OPCM,OPCOM,opcom-holdings-bhd,0.77
0036,KGRP,Key Alliance,key-alliance-group-bhd,0.01
0037,RGBI,RGB International Bhd,rgb-international-bhd,0.335
0038,ARTR,Artroniq Berhad,plastrade-technology-bhd,0.755
0039,GFMS,GFM Services,gfm-services,0.18
0040,OPYS,OpenSys M,opensys-m-bhd,0.32
0041,HONG,Hong Seng Consolidated Bhd,panpages-bhd,0.085
0043,MTNC,Metronic Global Bhd,metronic-global-bhd,0.015
0045,SOUH,Southern Score Builders Berhad,g-neptune-bhd,0.2
0048,ANCO,Ancom Logistics,ancom-logistics-bhd,0.14
0049,OCEA,Oceancash Pacific,oceancash-pacific-bhd,0.3
0050,SYST,Systech,systech-bhd,0.36
0051,CUSC,Cuscapi Berhad,cuscapi-berhad,0.19
0053,OSKV,OSK Ventures Intl,osk-ventures-international-bhd,0.455
0054,KARY,Karyon Industries,karyon-industries-bhd,0.17
0055,SSOL,Sersol Bhd,sersol-bhd,0.12
0056,NCTA,NCT Alliance Bhd,grand-flo-bhd,0.36
0058,JCBN,JCBNext Berhad,jobstreet-corporation-bhd,1.4
0059,ECOB,Ecobuilt Holdings Bhd,m-mode-bhd,0.085
0060,HARE,Harvest Miracle Capital Bhd,skh-consortium-bhd,0.105
0064,ECES,Efficient E Solutions,efficient-e-solutions-bhd,0.18
0065,EXFM,Excel Force MSC,excel-force-msc-bhd,0.395
0066,VSOL,Vsolar Group,vsolar-group-bhd,0.225
0068,ASDN,Asdion,asdion,0.03
0069,VINV,Vinvest Capital Holdings Bhd,vivocom-intl-holdings-bhd,0.08
0070,MQTE,MQ Tech,mq-technology-bhd,0.03
0072,ATSM,AT Systematization,at-systematization-bhd,0.01
0074,GOCE,Green Ocean,green-ocean-corporation-bhd,0.01
0075,LYCH,Lyc Healthcare,mexter-technology-bhd,0.205
0078,GDEX,GD Express Carrier,gd-express-carrier-bhd,0.19
0079,ALDR,Aldrich Resources Bhd,orion-lxl-bhd,0.03
0080,STRA,Straits Inter Logistics,raya-international-bhd,0.11
0081,REKA,Rekatech Capital Bhd,mega-sun-city-holdings-bhd,0.07
0082,GRNP,Green Packet,green-packet-bhd,0.035
0083,NVTE,Notion Vtec,notion-vtec-bhd,0.305
0084,FAST,Techfast,techfast-holdings-bhd,0.1
0085,MLBS,Mlabs Systems,mlabs-systems-bhd,0.02
0086,YGLC,YGL Convergence,ygl-convergence-bhd,0.14
0089,TXCY,Tex Cycle Technology M Bhd,tex-cycle-technology-m-bhd,0.76
0090,ELSR,Elsoft Research,elsoft-research-bhd,0.575
0091,PROE,Propel Global Bhd,daya-materials-bhd,0.175
0092,MTOU,mTouche Tech,mtouche-technology-bhd,0.04
0093,SLEG,Solution Engineering,solution-engineering-holdings-bhd,0.215
0094,ZENT,Zen Tech International Bhd,inix-technologies-holdings-bhd,0.02
0095,MAGH,MAG Holdings Berhad,xinghe-holdings-bhd,0.2
0096,NEXG,Nexgram,nexgram-holdings-bhd,0.015
0097,VTRX,ViTrox Corp,vitrox-corporation-bhd,8.07
0098,BAHV,Bahvest Resources Bhd,borneo-aqua-harvest-bhd,0.32
0099,SCCM,Scicom MSC Bhd,scicom-msc-bhd,1.14
0100,ESCM,ES Ceramics Technology Bhd,es-ceramics-technology-bhd,0.18
0101,TMCN,TMC Life Sciences Bhd,tmc-life-sciences-bhd,0.62
0102,WAJA,Waja Konsortium Bhd,connectcounty-holdings-bhd,0.08
0103,MNCW,M N C Wireless,m-n-c-wireless-bhd,0.135
0104,GTCY,Genetec Tech,genetec-technology-bhd,2.54
0105,ASPY,Asia Poly,asia-poly-holdings-bhd,0.09
0106,REXT,Rexit,rexit-bhd,0.765
0107,EDUS,Eduspec,eduspec-holdings-bhd,0.035
0108,NNCB,N2N Connect,n2n-connect-bhd,0.49
0109,SCST,SC Estate Builder,sc-estate-builder-bhd,0.035
0111,KONE,K-One Tech,k-one-technology-bhd,0.15
0112,MIKB,Mikro MSC,mikro-msc-bhd,0.22
0113,MMST,MMS Ventures Bhd,mms-ventures-bhd,0.61
0116,FCDY,Focus Dynamics,focus-dynamics-group-bhd,0.02
0117,SMRS,SMRT,smrt-holdings-bhd,0.685
0118,TRIV,Trive Property Group,eti-tech-corporation-bhd,0.065
0119,APPA,Appasia,appasia-bhd,0.105
0120,VSDY,VisDynamics,visdynamics-holdings-bhd,0.425
0122,AIMD,Advance Info Marketing,advance-information-marketing-bhd,0.205
0123,PRTB,Privasia Technology Bhd,privasia-technology-bhd,0.105
0126,MCRK,Microlink Solutions,microlink-solutions-bhd,0.91
0127,JHMC,JHM Consolidation Bhd,jhm-consolidation-bhd,0.81
0128,FRKN,Frontken Corp,frontken-corporation-bhd,3.36
0129,SIVR,Silver Ridge,silver-ridge-holdings-bhd,0.64
0131,DIVF,Divfex Bhd,diversified-gateway-solutions-bhd,0.12
0132,TOEX,TechnoDex,technodex-bhd,0.075
0133,SAIH,Sanichi Techn,sanichi-technology-bhd,0.02
0136,GRYB,Greenyield,greenyield-bhd,0.205
0138,MYEG,MY EG Services,my-eg-services-bhd,0.74
0140,XOXN,Xox Networks Bhd,sterling-progress-bhd,0.025
0143,KYAC,Key ASIC,key-asic-bhd,0.075
0145,TFPS,TFP Solutions,tfp-solutions-bhd,0.055
0146,JFTB,JF Tech,jf-tech,0.88
0147,INNY,Innity Corporation,innity-corporation-bhd,0.38
0148,SZBB,Sunzen Biotech,sunzen-biotech-bhd,0.195
0149,FIBN,Fibon,fibon-bhd,0.485
0150,FINT,Fintec Global,asia-bioenergy-technologies-bhd,0.005
0151,KELG,Kelington Group,kelington-group-bhd,1.52
0152,DGBA,DGB Asia,dgb-asia-bhd,0.01
0153,OVER,Oversea Enterprise Bhd,oversea-enterprise-bhd,0.11
0154,EAHL,EA,ea-holdings-bhd,0.005
0155,MGRC,Malaysian Genomics,malaysian-genomics-resource,0.455
0156,MANS,Managepay Systems,managepay-systems-bhd,0.145
0157,FOPT,Focus Point Holdings Bhd,focus-point-holdings-bhd,0.8
0158,SCCH,SCC,scc-holdings-bhd,0.325
0159,ASMG,Asia Media,asia-media-group-bhd,0.14
0160,HIAP,Hiap Huat,hiap-huat-holdings-bhd,0.13
0161,HEXA,Hextar Industries Bhd,sch-group-bhd,0.47
0162,WIDA,Widad Bhd,ideal-jacobs-malaysia-corporation,0.42
0163,CARE,Careplus Group,careplus-group-bhd,0.29
0165,XOXB,XOX Bhd,xox-bhd,0.015
0166,INAR,Inari Amertron,inari-amertron-bhd,3.1
0167,MCLN,MClean Technologies,mclean-technologies-bhd,0.125
0168,BOIL,Boilermech,boilermech-holdings-bhd,0.75
0169,SMTR,Smtrack,smtrack-bhd,0.03
0170,KANG,Kanger Intl,kanger-international-bhd,0.035
0171,PLHB,PeterLabs,peterlabs-holdings-bhd,0.185
0172,OCKG,OCK Group,ock-group-bhd,0.41
0172WB,OCKG_ta,Ock Group Bhd,ock-group-bhd-wnt,0.14
0173,CATH,Catcha Digital Bhd,rev-asia-bhd,0.425
0174,EVDB,Evd Bhd,idimension-consolidated-bhd,0.16
0175,HHRG,HHRG Bhd,heng-huat-resources-group-bhd,0.32
0176,KRON,Kronologi Asia,kronologi-asia-bhd,0.57
0177,PASU,Pasukhas Group,pasukhas-group-bhd,0.17
0178,SEDA,Sedania Innovator Bhd,sedania-innovator-bhd,0.215
0179,BIOA,Bioalpha,bioalpha-holdings-bhd,0.095
0180,KIMT,Kim Teck Cheong Consolidated Bhd,kim-teck-cheong-consolidated-bhd,0.235
0181,AEML,Aemulus Holdings Bhd,aemulus-holdings-bhd,0.34
0182,LKLI,LKL International Bhd,lkl-international-bhd,0.15
0183,SALU,Salutica Bhd,salutica-bhd,0.69
0185,HSSE,HSS Engineers,hss-engineers-bhd,0.52
0186,PERT,Perak Transit,perak-transit-bhd,1.09
0187,BCMA,BCM Alliance,bcm-alliance-bhd,0.015
0188,HLTG,HLT Global,hlt-global-bhd,0.18
0189,MATA,Matang,matang-bhd,0.09
0190,EVES,Eversafe Rubber,eversafe-rubber-bhd,0.245
0191,CABN,Cabnet Holdings,cabnet-holdings-bhd,0.235
0192,INTA,Inta Bina Group,inta-bina-group-bhd,0.235
0193,KINE,Kinergy Advancement Bhd,kejuruteraan-asastera,0.335
0195,BINC,Binasat Communications,binasat-communications,0.29
0196,QESG,QES,qes,0.6
0197,WEGM,Wegmans,wegmans,0.185
0198,GDBH,GDB,gdb,0.21
0198WA,GDBH_t,GDB Holdings Bhd,gdb-holdings-bhd-wnt,0.04
0199,TRIM,Tri-Mode,tri-mode,0.35
0200,REVE,Revenue Group,revenue-group,0.26
0201,NOVW,Nova Wellness,nova-wellness,0.685
0202,RADI,Radiant Globaltech,radiant-globaltech,0.35
0203,SECU,Securemetric,securemetric-berhad,0.135
0205,DPIH,Dpi,dpi-holdings,0.18
0206,GAGA,Gagasan Nadi Cergas,gagasan-nadi-cergas,0.32
0207,MEST,Mestron Holdings,mestron-holdings,0.425
0208,GREA,Greatech Technology,greatech-technology-bhd,4.45
0209,AIMF,Aimflex Bhd,i-stone-group-bhd,0.16
0210,KIMI,Kim Hin Joo,kim-hin-joo,0.2
0211,TASH,Tashin Holdings Bhd,tashin-holdings-bhd,0.38
0212,SDSG,SDS Group Bhd,sds-group-bhd,0.64
0213,MTAG,Mtag Group Berhad,mtag-group-berhad,0.42
0215,SOLA,Solarvest,solarvest-holdings-bhd,1.24
0216,SPRN,Spring Art Holdings Bhd,spring-art-holdings-bhd,0.15
0217,POWR,Powerwell,powerwell-holdings-bhd,0.21
0218,ACOG,Aco Group Bhd,aco-group-bhd,0.22
0219,RESR,Reservoir Link Energy Bhd,reservoir-link-energy-bhd,0.34
0220,OCEN,Ocean Vantage Holdings Bhd,ocean-vantage-holdings-bhd,0.15
0221,TCSG,TCS Group Holdings Bhd,tcs-group-holdings-bhd,0.26
0222,OPTI,Optimax Holdings Sdn Bhd,optimax-holdings-sdn-bhd,0.705
0223,SAMA,Samaiden Group Bhd,samaiden-group-bhd,1.2
0225,SOUT,Southern Cable Group Bhd,southern-cable-group-bhd,0.335
0226,ANEK,Aneka Jaringan Holdings Bhd,aneka-jaringan-holdings-bhd,0.21
0227,ECOR,Econframe Bhd,econframe-bhd,0.9
0228,HPPH,HPP Holdings Bhd,hpp-holdings-bhd,0.32
0229,MOBI,Mobilia Holdings Bhd,mobilia-holdings-bhd,0.17
0230,TELA,Teladan Setia Bhd,teladan-setia-bhd,1.17
0231,FLEX,Flexidynamic Holdings Bhd,flexidynamic-holdings-bhd,0.14
0232,VOLC,Volcano Bhd,volcano-bhd,0.94
0233,PEKA,Pekat Bhd,pekat-bhd,0.46
0235,NEST,Nestcon Bhd,nestcon-bhd,0.365
0236,RAMS,Ramssol Bhd,ramssol-bhd,0.33
0237,HAIL,Haily Bhd,haily-bhd,0.39
0238,CEKD,CEKD Bhd,cekd-bhd,0.5
0239,ECOM,Ecomate Holdings Bhd,ecomate-holdings-bhd,0.73
0240,CORA,Coraza Integrated Tech Bhd,coraza-integrated-tech-bhd,0.76
0241,SIAB,Siab Holdings Bhd,siab-holdings-bhd,0.14
0242,PAPP,Pappajack Bhd,pappajack-bhd,0.975
0243,CENG,Cengild Medical Bhd,cengild-medical-bhd,0.36
0245,MNHL,MN Holdings Bhd,mn-holdings-bhd,0.28
0246,CNER,Cnergenz Bhd,cnergenz-bhd,0.765
0247,UNIT,Unitrade Industries Bhd,unitrade-industries-bhd,0.27
0248,YEWL,Yew Lee Pacific Bhd,yew-lee-pacific-bhd,0.355
0249,LGMS,LGMS Bhd,lgms-bhd,1.16
0250,YXPR,YX Precious Metals Bhd,yx-precious-metals-bhd,0.27
0251,SFPT,SFP Tech Holdings Bhd,sfp-tech-holdings-bhd,1.13
0252,ORGA,Orgabio Holdings Bhd,orgabio-holdings-bhd,0.26
0253,INFO,Infoline Tec Bhd,infoline-tec-bhd,0.785
0255,ECOS,Ecoscience International Bhd,ecoscience-international-bhd,0.37
0256,UMED,UMediC Bhd,umedic-bhd,0.705
0257,UNIQ,Unique Fire Holdings Bhd,unique-fire-holdings-bhd,0.2
0258,AGMO,Agmo Holdings Bhd,agmo-holdings-bhd,0.62
0259,SNSN,SNS Network Tech Bhd,sns-network-tech-bhd,0.235
0260,PTRS,PT Resources Holdings Bhd,pt-resources-holdings-bhd,0.51
0261,COSO,Cosmos Tech International Bhd,cosmos-tech-international-bhd,0.45
0262,SUNV,Sunview Bhd,sunview-bhd,0.9
0263,BETA,Betamek Bhd,betamek-bhd,0.52
0265,INFM,Infomina Bhd,infomina-bhd,1.77
0266,LEFO,Leform Bhd,leform-bhd,0.21
0267,ECAI,ECA Integrated Solution Bhd,eca-integrated-solution-bhd,0.895
0268,LPGL,L P Global Bhd,l-p-global-bhd,0.48
0269,DSSI,DS Sigma Holdings Bhd,ds-sigma-holdings-bhd,0.38
0270,NATI,Nationgate Holdings Bhd,nationgate-holdings-bhd,1.6
0271,WELL,Wellspire Holdings Bhd,wellspire-holdings-bhd,0.81
0272,TTVS,Tt Vision Holdings Bhd,tt-vision-holdings-bhd-kl,1.11
0273,VEST,Vestland Bhd,vestland-bhd,0.35
0275,OPPS,Oppstar Bhd,oppstar-bhd,1.73
0276,AUTC,Autocount Dotcom Bhd,autocount-dotcom-bhd,0.625
0277,CLOD,Cloudpoint Tech Bhd,cloudpoint-tech-bhd,0.51
0278,EDEL,Edelteq Holdings Bhd,edelteq-holdings-bhd,0.61
0279,SYNE,Synergy House Bhd,synergy-house-bhd,0.39
0283,DCHE,DC Healthcare Holdings Bhd,dc-healthcare-holdings-bhd,0.45
03001,CLOU,Cloudaron Bhd,cloudaron-bhd,0.03
03002,REDH,Red Ideas Holdings Bhd,red-ideas-holdings-bhd,0.15
03005,METO,Metro Healthcare,metro-healthcare,0.63
03008,SLIN,SL Innovation Capital Bhd,sl-innovation-capital-bhd,0.69
03011,AMLE,Amlex Holdings Bhd,amlex-holdings-bhd,0.38
03012,BABA,Baba Eco Bhd,baba-eco-bhd,0.44
03013,TOPV,Topvision Eye Specialist,topvision-eye-specialist,0.75
03016,CARL,Carlo Rino Bhd,crg,0.2
03017,UNIW,Uni Wall Aps Holdings,uni-wall-aps-holdings,0.79
03018,SUPR,Supreme Consolidated Resources,supreme-consolidated-resources,0.68
03019,MATI,Matrix Parking Solution Holdings Bhd,matrix-parking-solution-hold,0.18
03021,EQUI,Equitiestracker Holdings Bhd,equitiestracker-holdings-bhd,0.2
03022,MCOM,MCOM Holdings Bhd,mcom-holdings-bhd,0.2
03023,SMIL,Smile Link Healthcare,smile-link-healthcare,0.195
03025,ENES,Enest Bhd,enest-bhd,0.14
03027,MMSI,MMIS Bhd,mmis-bhd,0.5
03029,GPPR,GPP Resources Bhd,gpp-resources-bhd,0.0
03030,IDBT,IDB Technologies Bhd,idb-technologies-bhd,0.2
03031,POLD,Polydamic Bhd,polydamic-bhd,0.4
03032,ASTA,Astramina Group Berhad,astramina-group-berhad,0.37
03033,SUPG,Supergenics Bhd,supergenics-bhd,0.22
03036,REDP,RedPlanet Bhd,redplanet-bhd,0.24
03038,ICTZ,ICT Zone Asia Bhd,ict-zone-asia-bhd,0.21
03040,JISH,Jishan Bhd,jishan-bhd,0.39
03041,ONET,Onetech Solutions Holdings Bhd,onetech-solutions-holdings-bhd,0.2
03046,DYNF,Dynafront Holdings Bhd,dynafront-holdings-bhd,0.9
03047,LIMS,Lim Seong Hai Capital Bhd,lim-seong-hai-capital-bhd,0.88
03048,CARZ,Carzo Holdings Bhd,carzo-holdings-bhd,0.6
03049,STEH,Steel Hawk Bhd,steel-hawk-bhd,0.28
03050,SUNM,Sunmow Holding Bhd,sunmow-holding-bhd,1.1
03051,ALPH,Alpha Ocean Resources Bhd,alpha-ocean-resources-bhd,3.09
03052,RAYG,Ray Go Solar Holdings Bhd,ray-go-solar-holdings-bhd,0.2
03053,CCIN,CC International Bhd,cc-international-bhd,0.35
03055,DSRT,DSR Taiko Bhd,dsr-taiko-bhd,0.91
03057,SANC,Sancy Bhd,sancy-bhd,0.32
1015,AMMB,AMMB,ammb-holdings-bhd,3.69
1023,CIMB,CIMB Group,bumiputra---commerce-holdings-bhd,5.35
1058,MNLF,Manulife,manulife-holdings-bhd,1.86
1066,RHBC,RHB Bank,rhb-capital-bhd,5.55
1082,HLCB,Hong Leong Financial,hong-leong-financial-group-bhd,17.68
1147,GLOL,Global Oriental,global-oriental-bhd,0.225
1155,MBBM,Malayan Banking,malayan-banking-bhd,8.92
1163,AINM,Allianz Malaysia,allianz-malaysia-bhd,14.28
1171,MBSS,Malaysia Building,malaysia-building-society-bhd,0.805
1198,MAAS,MAA,maa-group-bhd,0.315
1287,PGKN,Pan Malaysia,pan-malaysia-holdings-bhd,0.06
1295,PUBM,Public Bank,public-bank-bhd,3.98
1368,UEME,UEM Edgenta,faber-group-bhd,0.98
1481,ADVA,Advance Synergy,advance-synergy-bhd,0.16
1503,GUOL,GuocoLand,guocoland-(malaysia)-bhd,0.64
1538,SYML,Symphony Life,symphony-life-bhd,0.345
1562,SPOR,Berjaya Sports Toto,berjaya-sports-toto-bhd,1.51
1589,IWCI,Iskandar Waterfront City,iskandar-waterfront-city-bhd,0.385
1619,DRBM,DRB Hicom,drb---hicom-bhd,1.46
1643,LMHS,Landmarks,landmarks-bhd,0.125
1651,MYRS,Malaysian Resources,malaysian-resources-corporation,0.375
1694,MNCS,Menang Corp,menang-corporation-(m)-bhd,0.765
1724,PRMS,Paramount Corp,paramount-corporation-bhd,0.91
1818,BMYS,Bursa Malaysia,bursa-malaysia-bhd,6.51
1899,BTKW,Batu Kawan,batu-kawan-bhd,20.96
1902,PIPB,Pinehill Pacific,pinehill-pacific-bhd,0.345
1929,CTPB,Chin Teck Plantations,chin-teck-plantations-bhd,7.82
1961,IOIB,IOI Corp,ioi-corporation-bhd,4.07
1996,KREK,Kretam,kretam-holdings-bhd,0.605
2038,NSOS,Negri Sembilan Oil Palms,negri-sembilan-oil-palms-bhd,3.45
2054,TDMS,TDM,tdm-bhd,0.19
2062,HARR,Harbour Link,harbour-link-group-bhd,1.13
2089,UTPS,United Plantations,united-plantations-bhd,16.06
2097,METB,Meta Bright Bhd,eastland-equity-bhd,0.175
2127,COMF,Comfort Gloves,integrated-rubber-corporation,0.375
2135,GOPK,Gopeng,gopeng-bhd,0.35
2143,ECMI,ECM Libra Financial,ecm-libra-financial-group-bhd,0.205
2186,KCDS,Kuchai Develop,kuchai-develop-bhd,1.3
2224,SDGS,Selangor Dredging,selangor-dredging-bhd,0.48
2259,TALA,Talam Transform,talam-transform-bhd,0.01
2283,ZLAN,Zelan,zelan-bhd,0.035
2291,GENP,Genting Plantations,genting-plantations-bhd,5.95
2305,AYER,AYER,tahps-group-bhd,7.15
2429,TANC,Tanco,tanco-holdings-bhd,0.555
2445,KLKK,Kuala Lumpur Kepong,kuala-lumpur-kepong-bhd,23.32
2453,KLRK,Kluang Rubber,kluang-rubber-company-malaya,3.73
2488,ALLI,Alliance Bank Malaysia,malaysian-plantations-bhd,3.4
2542,RVWL,Riverview Rubber Estates,riverview-rubber-estates-bhd,3.59
2569,SBRK,Sungei Bagan Rubber,sungei-bagan-rubber-malaya,3.35
2593,UMRS,United Malacca,united-malacca-bhd,5.26
2607,IKEN,Inch Kenneth Kajang Rubber,inch-kenneth-kajang-rubber-plc,0.415
2658,AJIN,Ajinomoto Malaysia,ajinomoto-(malaysia)-bhd,16.8
2674,ALCO,Alcom Bhd,aluminium-company-of-malaysia,0.805
2682,PARW,Parkwood Holdings Bhd,amalgamated-industrial-steel,0.14
2739,TECA,TechnaX Bhd,sino-hua-an-international,0.015
2755,FCWH,FCW,fcw-holdings-bhd,1.03
2828,CIHB,CI,ci-holdings-bhd,3.18
2836,CBMS,Carlsberg Brewery,carlsberg-brewery-malaysia-bhd,20.8
2852,CMSM,Cahya Mata Sarawak,cahya-mata-sarawak-bhd,1.04
2984,FACN,FACB Industries,facb-industries-incorporated,1.43
3018,OLYM,Olympia Industries Bhd,olympia-industries-bhd,0.08
3026,DBMS,Dutch Lady Milk,dutch-lady-milk-industries-bhd,21.48
3034,HAPS,Hap Seng Consolidated,hap-seng-consolidated-bhd,3.24
3042,PTMR,Petron Refining,petron-malaysia-refining-marketing,4.62
3069,MEGA,Mega First Corp,mega-first-corporation-bhd,3.21
3107,FIMA,Fima Corp,fima-corporation-bhd,1.93
3158,YNHB,YNH Property,ynh-property-bhd,4.9
3174,LAND,Land General,land-general-bhd,0.115
3182,GENT,Genting,genting-bhd,4.22
3204,GKMS,George Kent,george-kent-(malaysia)-bhd,0.455
3239,BERJ,Berjaya Assets,berjaya-assets-bhd,0.3
3247,GUHB,GUH,guh-holdings-bhd,0.44
3255,HEIN,Heineken,guinness-anchor-bhd,26.5
3298,HXZS,Hexza Corp,hexza-corporation-bhd,0.855
3301,HLIB,Hong Leong Ind,hong-leong-industries-bhd,8.98
3336,IJMS,IJM Corp,ijm-corporation-bhd,1.47
3379,INSS,Insas,insas-bhd,0.83
3395,BGRO,Berjaya Corp,berjaya-corporation-bhd,0.305
3417,ENOB,Eastern & Oriental,eastern---oriental-bhd,0.36
3441,JHHS,Johan,johan-holdings-bhd,0.055
3476,KSMS,Keck Seng Malaysia,keck-seng-malaysia-bhd,4.13
3514,MRHB,Marco,marco-holdings-bhd,0.22
3557,ECOF,EcoFirst Cons,ecofirst-consolidated-bhd,0.345
3565,WCEH,WCE Holdings,kumpulan-europlus-bhd,0.685
3573,LHCK,Lien Hoe Corp,lien-hoe-corporation-bhd,0.28
3611,PARA,Paragon Globe Bhd,goh-ban-huat-bhd,0.26
3662,MFMS,Malayan Flour Mills,malayan-flour-mills-bhd,0.62
3689,FRAS,Fraser Neave,fraser-neave-holdings-bhd,24.9
3719,PMMY,Panasonic Manufacture,panasonic-manufacture-malaysia,20.02
3743,SUNS,Sunsuria Bhd,sunsuria-bhd,0.455
3778,MSTM,Melewar Industrial Group,melewar-industrial-group,0.255
3794,MALY,Lafarge Malayan Cement,lafarge-malayan-cement-bhd,3.08
3816,MISC,MISC,misc-bhd,7.14
3859,MAGM,Magnum,magnum-bhd,1.07
3867,MPIM,Malaysian Pacific Ind,malaysian-pacific-industries,30.02
3883,MUDA,Muda Holdings Bhd,muda-holdings-bhd,1.46
3891,MUIB,Malayan United Industries Bhd,malayan-united-industries-bhd,0.06
3905,MITC,Mulpha Int,mulpha-international-bhd,2.49
3913,MUIP,MUI Properties,mui-properties-bhd,0.18
3948,DUTA,Dutaland,dutaland-bhd,0.295
4006,OTLS,Oriental,oriental-holdings-bhd,6.4
4022,MAXI,Maxim Global Bhd,tadmax-resources-bhd,0.185
4057,APHB,Asian Pac,asian-pac-holdings-bhd,0.11
4065,PEPT,PPB,ppb-group-bhd,16.56
4081,PMCS,Pan Malaysia Corp,pan-malaysia-corporation-bhd,0.195
4162,BATO,BAT Malaysia,british-american-tobacco-(m)-bhd,10.3
4197,SIME,Sime Darby,sime-darby-bhd,2.12
4219,BLAD,Berjaya Land,berjaya-land-bhd,0.275
4235,LLBM,Lion Industries Corp,lion-industries-corp,0.315
4243,WTKH,WTK,wtk-holdings-bhd,0.445
4251,IBHD,I Bhd,i-bhd,0.245
4286,SEAL,SEAL Incorporated Bhd,seal-incorporated-bhd,0.515
4316,SHCS,Sin Heng Chan,sin-heng-chan-(malaya)-bhd,0.305
4324,HENY,Hengyuan Refining,shell-refining-company,3.36
4359,TURY,Turiya Bhd,turiya-bhd,0.185
4375,SMIS,South Malaysia Ind,south-malaysia-industries-bhd,0.715
4383,JTIA,Jaya Tiasa,jaya-tiasa-holdings-bhd,0.715
4405,TNCS,Tan Chong Motor,tan-chong-motor-holdings-bhd,1.07
4448P,TKCS_p,Tasek,tasek-corporation-bhd-pref,6.14
4456,DNEX,Dagang Nexchange,dagang-nexchange-bhd,0.465
4464,PEGA,Pegasus Heights Bhd,naim-indah-corporation-bhd,0.01
4502,MPRM,Media Prima,media-prima-bhd,0.44
4588,UMWS,UMW,umw-holdings-bhd,3.95
4596,SRCS,Sapura Resources,sapura-resources-bhd,0.435
4634,PSHL,POS Malaysia & Srvcs,pos-malaysia-services-holdings-bhd,0.55
4677,YTLS,YTL Corp,ytl-corporation-bhd,1.13
4707,NESM,Nestle,nestle-(malaysia)-bhd,131.8
4715,GENM,Genting Malaysia,genting-malaysia-bhd,2.54
4723,JAKS,JAKS Resources,jaks-resources-bhd,0.195
4731,STIK,Scientex Bhd,scientex-bhd,3.53
4758,ANCM,Ancom,ancom-bhd,1.01
4847,KSTM,Epicon Bhd,konsortium-transnasional-bhd,0.225
4863,TLMM,Telekom Malaysia Bhd,telekom-malaysia-bhd,5.0
4936,MHBS,Malpac,malpac-holdings-bhd,0.88
4944,NMBS,Nylex Malaysia Bhd,nylex-malaysia-bhd,0.485
4995,VSTL,Versatile Creative Bhd,versatile-creative-bhd,0.595
5000,HUMC,Hume Industries,hume-industries-bhd,1.58
5001,MIEC,Mieco Chipboard Bhd,mieco-chipboard-bhd,0.63
5005,UNSM,Unisem M,unisem-m-bhd,3.4
5006,STEL,Stella Holdings Bhd,merge-energy-bhd,0.785
5007,CWHB,Chin Well,chin-well-holdings-bhd,1.42
5008,HSON,Harrisons,harrisons-holdings-(malaysia),8.85
5009,WHSE,White Horse Bhd,white-horse-bhd,0.6
5010,THRB,Tong Herr Resources Bhd,tong-herr-resources-bhd,2.6
5011,MNGA,Mesiniaga,mesiniaga-bhd,1.2
5012,TAAN,Ta Ann,ta-ann-holdings-bhd,3.6
5014,MAHB,Malaysia Airport,malaysia-airport-holdings-bhd,6.88
5015,APMA,APM Automotive,apm-automotive-holdings-bhd,2.23
5016,WATC,Warisan TC Holdings Bhd,warisan-tc-holdings-bhd,1.09
5020,GLOM,Glomac,glomac-bhd,0.335
5021,AYSV,AYS Ventures,ays-ventures-bhd,0.4
5022,PAOS,Paos,paos-holdings-bhd,0.25
